CustomerID,Recency,Frequency,Monetary,Churn,Churn_Prob
13806,64,1,256.38,0,0.03014851384796246
13807,367,1,112.6,1,0.9999999999999793
13808,6,5,1747.66,0,3.9067443592994325e-05
13809,305,1,155.05,1,0.9999999999733635
13810,29,3,1499.01,0,0.0005373194603875004
13811,184,3,814.5,1,0.9999694319516027
13812,42,3,539.0,0,0.002524648610413396
13813,40,4,1366.86,0,0.0019667109474353654
13814,92,2,1579.12,1,0.42944698919883106
13815,22,4,4027.36,0,0.00021550041611808216
13816,24,2,571.6700000000001,0,0.0003092939957239446
13817,29,2,382.98,0,0.0005559728886041559
13819,302,3,1140.35,1,0.9999999999621614
13821,145,2,385.64,1,0.9972504485489787
13822,6,2,632.0,0,3.863091729563843e-05
13823,19,2,957.66,0,0.00017032542942767287
13824,33,5,1698.94,0,0.0008827864349883799
13826,176,1,189.5,1,0.9999219965676709
13827,58,3,409.8,0,0.01589175994526683
13828,22,1,209.49,0,0.0002445184305297708
13831,16,6,2198.45,0,0.00012384923194077885
13832,19,1,52.2,0,0.00017436141178975398
13833,159,1,383.85,1,0.9994398573242593
13835,25,4,834.57,0,0.00035839412908921555
13837,212,2,266.59000000000003,1,0.9999987989490143
13838,6,4,674.82,0,4.033559760991354e-05
13841,253,1,85.0,1,0.9999999892764048
13842,59,9,3385.62,0,0.01753342688784319
13844,11,1,361.62,0,6.818163379534177e-05
13845,65,1,312.98,0,0.03361869696991077
13846,25,3,865.0600000000001,0,0.0003498161028296426
13848,92,3,1255.0,1,0.4390737252964529
13849,52,2,1537.95,0,0.007402256704467718
13850,129,1,1595.48,1,0.9813423819685528
13851,96,3,2651.46,1,0.5363419016714666
13853,57,1,1090.14,0,0.0131077894525299
13854,9,25,8109.519999999999,0,6.28782942658625e-05
13856,169,3,388.5,1,0.9998310971205209
13858,57,1,216.17,0,0.013696112607281711
13859,326,1,201.16,1,0.9999999999976346
13860,1,5,1245.9,0,2.2506159295652343e-05
13862,18,8,2209.36,0,0.00016314838255710002
13863,248,1,305.78,1,0.9999999806874621
13865,58,4,501.56,0,0.01617588278365883
13866,74,1,145.67,0,0.0901965183390842
13867,31,3,1005.09,0,0.0006939587043391684
13868,7,2,3192.54,0,3.8057058002327786e-05
13869,123,4,3083.65,1,0.963118154289471
13870,2,8,2770.94,0,2.5017898283150044e-05
13871,23,13,6403.25,0,0.0002628245358986037
13873,120,3,389.6,1,0.9539425344903605
13874,358,1,540.45,1,0.99999999999994
13875,54,5,1786.79,0,0.009830955857291816
13876,64,1,122.7,0,0.030348181195958623
13877,86,1,117.24,0,0.28397448144462195
13878,55,1,1271.57,0,0.010339209336323315
13880,21,13,3219.77,0,0.00024537245937232343
13881,4,20,17159.52,0,1.9884728038553778e-05
13882,3,5,1191.13,0,2.8428676924825146e-05
13883,11,5,2674.48,0,6.636272729625005e-05
13884,7,5,787.6,0,4.604324361461352e-05
13885,189,2,506.8,1,0.9999827136630407
13886,71,1,243.56,0,0.06522506617869506
13887,204,1,349.55,1,0.9999968937788511
13888,120,2,595.67,1,0.9524628195754672
13889,93,1,416.9,1,0.4669987424398544
13890,1,10,1883.81,0,2.4403198206389625e-05
13892,27,4,632.97,0,0.00045606134204333323
13893,298,1,821.1,1,0.9999999999381886
13894,24,3,564.62,0,0.0003165008102379784
13895,28,4,2593.07,0,0.00046323154391885574
13897,50,1,311.16,0,0.006122874763502315
13898,326,1,155.93,1,0.9999999999976401
13899,16,2,388.52,0,0.00012402678670106782
13900,183,3,740.95,1,0.9999658207130041
13901,72,5,2867.2000000000003,0,0.06979031321159751
13904,37,2,332.64,0,0.001402121385365029
13908,80,4,2369.55,0,0.15923234815956339
13911,57,9,2580.91,0,0.014545682259342026
13914,12,2,626.45,0,7.722909718582262e-05
13917,50,2,272.04,0,0.006274868279876817
13918,50,2,1212.84,0,0.005983115625121172
13919,59,2,384.81,0,0.01743081350938196
13922,352,1,172.25,1,0.9999999999998825
13923,54,1,351.13,0,0.009660865701826976
13924,2,6,1838.85,0,2.507042887947462e-05
13925,93,4,678.25,1,0.4806447744993019
13926,23,1,223.85,0,0.0002742233733073519
13927,75,1,348.99,0,0.09919712473763044
13928,11,4,464.57,0,7.260065846972355e-05
13929,169,2,842.65,1,0.9998231817111205
13930,58,2,337.34,0,0.015597452117664952
13931,96,2,1237.53,1,0.5485808943863922
13932,295,1,307.4,1,0.9999999999148708
13933,109,2,608.79,1,0.8490699835368284
13934,264,1,922.1,1,0.9999999968559075
13936,180,1,376.58,1,0.9999503670852612
13937,169,1,158.85,1,0.9998253143511066
13938,35,1,71.66,0,0.001103036076693899
13939,23,3,568.55,0,0.0002819548686108555
13940,17,4,839.14,0,0.00014235313947395174
13941,22,5,5112.96,0,0.00020859067482216972
13946,79,3,561.57,0,0.15316561717888327
13947,65,1,90.6,0,0.03398852515490475
13948,361,1,102.0,1,0.9999999999999585
13949,3,6,2427.32,0,2.730679851039145e-05
13950,11,4,745.0600000000001,0,7.15711992376062e-05
13951,176,3,674.45,1,0.999923592254573
13952,218,2,3251.071,1,0.9999993004479331
13953,7,7,3515.68,0,4.1931508578244e-05
13954,2,2,439.92,0,2.458642784431809e-05
13955,154,2,322.96,1,0.9990282840206579
13956,5,5,1019.27,0,3.612438379323243e-05
13959,79,3,594.04,0,0.15295129212129926
13960,21,2,230.22,0,0.00022263319728891832
13962,22,2,169.54999999999998,0,0.00025063558655166366
13963,308,4,664.54,1,0.9999999999819358
13967,146,1,80.7,1,0.9975318688642749
13969,7,18,9024.17,0,4.0652135399505243e-05
13971,19,8,2758.26,0,0.00017805793597097902
13972,71,2,190.25,0,0.06679069821694322
13973,287,1,264.7,1,0.9999999997861442
13974,49,1,413.59,0,0.0054308675136011085
13975,31,6,2461.24,0,0.0006897410596918712
13976,207,1,357.98,1,0.9999978018911151
13978,15,2,196.79,0,0.00011159312819753764
13979,73,1,869.87,0,0.07845498743243949
13980,60,1,200.14,0,0.019269076987688802
13982,39,4,1871.81,0,0.001708296516447599
13983,30,12,2603.43,0,0.0006990652640268337
13984,27,5,920.51,0,0.00045974139789381913
13985,4,15,7060.13,0,2.96892291357895e-05
13986,17,1,320.46,0,0.00013654879893900505
13988,20,6,4147.96,0,0.00017793114627583578
13989,66,2,1266.08,0,0.036653224996574384
13990,213,1,311.3,1,0.9999989028211277
13991,12,6,852.88,0,8.359363611671728e-05
13992,30,1,76.8,0,0.0006195403135923904
13993,43,9,3466.36,0,0.0027962384809753615
13994,4,6,2274.14,0,3.088730082124124e-05
13995,15,5,1393.69,0,0.00011238820644364828
13999,10,12,3901.81,0,6.510501064455221e-05
14000,211,1,635.66,1,0.999998594933738
14001,46,3,2043.08,0,0.0037061121180886913
14002,134,2,529.73,1,0.9902112226765738
14004,43,7,4582.64,0,0.002525258451614959
14005,10,5,2874.72,0,5.8529689910989965e-05
14006,116,3,962.19,1,0.9268923850349224
14009,198,2,695.61,1,0.9999938230631655
14012,278,1,328.8,1,0.9999999993937545
14013,110,3,473.02,1,0.866728065709142
14014,77,1,505.18,0,0.12096706965725139
14015,53,1,917.34,0,0.008374050553018044
14016,162,4,4341.21,1,0.9995471690966748
14019,47,3,1421.61,0,0.0042907188929725325
14020,17,2,642.8,0,0.0001374073296970383
14021,155,3,631.9,1,0.9991401040373815
14022,225,1,440.0,1,0.9999997235326143
14023,7,2,584.07,0,4.346264644333045e-05
14024,122,2,327.7,1,0.9623849447485573
14027,61,1,104.82,0,0.021678237854264506
14029,63,2,467.66,0,0.027265289299500003
14030,18,8,2358.84,0,0.00016191151340550592
14031,7,19,17286.86,0,2.7303597677469673e-05
14032,2,11,2975.59,0,2.650185509659504e-05
14034,22,3,648.89,0,0.00025020353228697286
14035,29,5,1428.02,0,0.0005642763500963121
14036,285,1,626.65,1,0.9999999997256077
14037,176,2,147.20000000000002,1,0.9999239098284616
14038,78,3,1560.38,0,0.1328193956922865
14039,33,1,152.2,0,0.0008722928667596319
14040,41,12,3560.32,0,0.002365858822261164
14041,266,1,141.41,1,0.9999999976012521
14044,27,4,646.42,0,0.0004557492527833977
14045,109,4,1659.75,1,0.8480225453265948
14046,284,1,154.99,1,0.9999999996993474
14047,9,5,1308.61,0,5.647893518917092e-05
14048,305,1,409.93,1,0.9999999999730156
14049,17,4,5578.72,0,0.00011183299763578409
14050,32,2,746.36,0,0.0007714259384727722
14051,1,23,15610.39,0,1.6291465328879474e-05
14052,20,1,225.36,0,0.00019397061993388167
14053,124,2,260.25,1,0.9700050164181273
14054,65,1,92.46,0,0.03398541567079841
14055,106,1,725.6400000000001,1,0.7945305400397641
14056,1,23,8152.71,0,2.381633134080419e-05
14057,24,17,6211.66,0,0.0003261375334138906
14059,267,1,183.6,1,0.9999999978581244
14060,5,19,6140.42,0,3.8234826513653295e-05
14062,10,12,10464.85,0,4.6610997157384336e-05
14064,29,5,1334.34,0,0.0005669729009288951
14066,267,1,152.55,1,0.9999999978615082
14067,64,2,374.7,0,0.030639388742117246
14068,320,1,265.85,1,0.9999999999952567
14071,4,8,1437.57,0,3.372714925919262e-05
14073,32,1,151.04,0,0.0007773308793938131
14075,5,3,942.26,0,3.465795563071228e-05
14076,129,1,118.67,1,0.9826705164557574
14077,41,5,499.42,0,0.0023589901573176065
14078,102,6,1049.37,1,0.7286385136298775
14079,125,1,375.1,1,0.9724322689990564
14080,33,1,45.6,0,0.0008770363528059857
14081,302,2,921.62,1,0.9999999999617222
14082,365,1,182.25,1,0.9999999999999738
14083,4,9,1002.9,0,3.527294763762171e-05
14085,2,18,4421.29,0,2.885753439265586e-05
14087,3,1,191.47,0,2.731877341483421e-05
14088,10,13,50491.81,0,6.211643112797977e-06
14089,57,1,158.75,0,0.013735664642690548
14090,325,1,76.32000000000001,1,0.9999999999973621
14092,8,14,4076.91,0,5.3604561622264025e-05
14093,12,1,433.86,0,7.624120070894247e-05
14096,4,17,65164.79,0,1.6121103706405195e-06
14098,37,1,147.35,0,0.0013836955235256264
14099,16,11,3104.17,0,0.0001324687528451617
14100,138,1,191.95,1,0.9937744735914136
14101,74,6,5976.79,0,0.07622747913845002
14102,5,5,1105.88,0,3.596542830109592e-05
14104,155,2,216.21,1,0.999138801223158
14105,239,1,1266.23,1,0.9999999426955264
14107,52,7,2703.23,0,0.007810333208683676
14108,31,2,597.91,0,0.0006926087352341386
14109,73,1,144.2,0,0.0811684508338943
14110,4,12,5683.15,0,2.9750722850570875e-05
14111,14,4,692.85,0,0.00010144948944161562
14112,23,7,2915.15,0,0.00027396367326716707
14113,4,4,1840.42,0,3.0176603264259673e-05
14114,274,2,386.53,1,0.9999999990568778
14116,20,5,1382.74,0,0.00020023563560843695
14117,144,1,90.0,1,0.9968915657303317
14121,4,4,2780.15,0,2.8766691869262726e-05
14124,84,1,419.58,0,0.23666474977531993
14125,11,3,2720.63,0,6.327088137882708e-05
14126,8,3,706.1300000000001,0,4.958932348704913e-05
14127,123,3,709.71,1,0.9664519734863873
14128,61,2,637.5,0,0.02158423528290219
14129,2,5,1123.86,0,2.5416879280894113e-05
14130,319,1,480.91,1,0.9999999999946179
14132,2,11,3586.03,0,2.569078954493404e-05
14133,130,3,605.64,1,0.9848403955827889
14135,2,15,4690.31,0,2.6592516864153642e-05
14138,2,2,965.88,0,2.3936724360898614e-05
14139,46,1,415.82,0,0.0038471658438187163
14140,4,2,935.05,0,3.0198851424321957e-05
14141,3,4,915.13,0,2.8184452983403717e-05
14142,373,1,311.81,1,0.9999999999999896
14143,134,1,115.8,1,0.9901956546088796
14145,47,4,3742.2,0,0.0039015141267883936
14146,9,5,4191.0,0,4.876959189648625e-05
14147,78,2,483.4,0,0.13656711464915974
14148,234,1,157.2,1,0.9999999035548852
14149,221,1,446.62,1,0.9999995611829011
14150,36,2,658.64,0,0.001228933788391669
14152,75,2,621.29,0,0.09998773144741316
14154,239,2,1345.62,1,0.9999999437537488
14155,266,1,118.75,1,0.9999999976040184
14156,10,55,117210.08,0,5.38933503244429e-07
14157,20,2,424.89,0,0.00019641429023122738
14158,40,1,507.66,0,0.0019195947691877098
14159,20,11,4630.35,0,0.00019445992994262146
14161,216,3,1097.62,1,0.9999992280396022
14162,174,2,289.36,1,0.9999034593893277
14163,87,4,2445.91,0,0.2973505280764329
14164,71,2,1631.77,0,0.06235857203008482
14165,276,1,120.44,1,0.9999999992444075
14167,39,4,562.59,0,0.001825845404981411
14171,98,1,363.79,1,0.6100620934198755
14173,11,4,450.84,0,7.265142895608144e-05
14174,33,1,134.46,0,0.0008730804794791899
14175,60,3,3222.3,0,0.017321756718501034
14176,297,4,576.9000000000001,1,0.9999999999359912
14177,86,4,549.46,0,0.29342768192788615
14178,9,7,1600.26,0,5.822873665443583e-05
14179,41,2,701.57,0,0.002181631123503574
14180,11,25,4748.52,0,9.39849971322466e-05
14184,67,1,452.89,0,0.04169544547839081
14185,331,1,197.65,1,0.999999999998672
14188,31,6,2054.36,0,0.0007041699544439949
14189,2,15,4654.08,0,2.6641618597167178e-05
14191,2,13,4684.76,0,2.542035163970893e-05
14193,68,2,853.39,0,0.04666055774074364
14194,5,21,11349.52,0,3.068812110611531e-05
14195,202,2,1012.0,1,0.9999960438075357
14196,107,1,335.52,1,0.81573757925949
14198,18,4,701.4,0,0.00016088971683638493
14199,218,1,185.4,1,0.9999993878231923
14201,60,7,747.44,0,0.021424266811291157
14204,2,1,150.61,0,2.4391735995671327e-05
14205,17,2,466.7,0,0.00013864480795635243
14206,239,1,328.16,1,0.9999999453683656
14208,95,1,151.74,1,0.528003395539079
14209,11,6,2073.43,0,6.999463294969455e-05
14210,106,6,1905.84,1,0.8030976229064943
14211,53,9,2241.1,0,0.009376214713520025
14212,90,1,1070.48,0,0.3747912121592938
14214,31,5,1004.38,0,0.0007261669197884964
14215,12,6,1789.72,0,7.969989927389664e-05
14216,3,4,1839.3,0,2.6888911411941487e-05
14217,2,17,2004.98,0,3.190371373132551e-05
14218,43,1,169.48000000000002,0,0.0027586255989949502
14219,4,1,89.94,0,3.081968691372014e-05
14220,247,2,632.4000000000001,1,0.9999999784555738
14221,42,9,3432.8,0,0.0024964539574109015
14222,177,1,683.17,1,0.9999287294268767
14223,92,3,991.13,1,0.4423855118018446
14224,110,4,1009.73,1,0.8661903755069901
14226,29,5,2214.79,0,0.000542129402454913
14227,26,10,3350.96,0,0.00040543394721587585
14229,52,3,1547.2,0,0.007567247856730645
14231,184,3,925.71,1,0.9999692583681262
14232,43,5,2048.07,0,0.002745099333488964
14233,49,4,1462.72,0,0.005510434690009841
14234,22,4,754.12,0,0.0002545745958921468
14235,75,5,3144.86,0,0.09467763348965652
14236,81,2,490.86,0,0.18268814365518138
14237,373,1,161.0,1,0.9999999999999896
14238,326,1,146.85,1,0.9999999999976412
14239,43,11,2380.85,0,0.003091374246452841
14240,30,2,890.34,0,0.0006080434782117489
14241,184,1,213.7,1,0.9999689770818693
14242,235,2,280.55,1,0.9999999154654804
14243,9,10,2588.77,0,5.926917115738396e-05
14245,220,2,1693.45,1,0.9999994869868724
14246,111,3,1474.06,1,0.8739974022892073
14247,278,1,136.77,1,0.9999999993996533
14248,318,1,302.58,1,0.9999999999940141
14250,7,3,1904.05,0,4.156977946654537e-05
14251,2,5,2879.7000000000003,0,2.3243139877386686e-05
14256,260,2,969.06,1,0.9999999951114897
14257,64,5,3099.7200000000003,0,0.028607537869819896
14258,9,9,12669.98,0,3.4678048418795546e-05
14259,142,1,120.0,1,0.9960816899739112
14261,51,2,1163.45,0,0.006726944121223454
14262,8,8,2618.23,0,5.039144094354727e-05
14264,155,2,333.97,1,0.9991336262577577
14265,109,2,530.18,1,0.8495822192983156
14267,163,3,1516.24,1,0.9996425347924044
14270,332,1,492.65,1,0.9999999999987987
14271,226,1,112.32,1,0.9999997577441199
14272,74,2,437.96,0,0.09083853249604612
14273,51,4,559.97,0,0.007254931192143581
14276,99,3,1119.74,1,0.6387303540851712
14277,15,3,4188.0,0,9.316118875448043e-05
14280,197,1,134.04,1,0.9999931082697389
14282,3,15,3701.44,0,3.138689884451141e-05
14284,31,2,595.25,0,0.0006927024866923781
14285,21,4,1910.01,0,0.00021386919965458965
14286,24,3,4628.75,0,0.00025735166285604497
14287,8,3,176.63,0,5.094444979624567e-05
14288,213,1,426.6,1,0.9999988963606933
14289,9,6,911.26,0,5.89553098788701e-05
14290,11,5,2314.65,0,6.758976211554298e-05
14291,2,11,3883.25,0,2.5304918441287823e-05
14292,8,9,4871.93,0,4.595907654430025e-05
14293,3,4,1046.56,0,2.7996469575699794e-05
14295,40,1,166.20000000000002,0,0.0019531964675394654
14297,18,4,1305.33,0,0.00015601817325407627
14298,8,44,51527.3,0,9.44990163665177e-06
14299,8,9,3965.62,0,4.812961087476585e-05
14300,19,1,43.2,0,0.00017444132095548756
14301,117,1,640.14,1,0.9325384830200655
14304,223,1,383.45,1,0.9999996527518078
14305,71,3,1858.96,0,0.06301154582505716
14306,51,2,2093.32,0,0.00641785561157481
14307,89,6,2995.7200000000003,0,0.351659584368228
14309,8,9,2352.53,0,5.2249505451177306e-05
14311,243,1,310.26,1,0.9999999656002686
14312,47,6,1611.59,0,0.004547456727230535
14314,107,1,120.0,1,0.8173813764737975
14315,45,6,2481.13,0,0.0034575485630822396
14317,65,1,508.58,0,0.03329661828406042
14320,207,2,477.79,1,0.9999978380377224
14321,11,5,1530.75,0,7.03420087155997e-05
14323,115,2,605.0600000000001,1,0.9183393432954521
14326,242,1,183.85,1,0.9999999616396141
14327,163,1,311.65000000000003,1,0.9996481972327866
14329,17,7,4975.24,0,0.00012344169686163408
14331,124,2,462.66,1,0.9697036883726591
14332,23,3,840.21,0,0.0002780826113171309
14333,68,1,415.2,0,0.046644121087574174
14334,17,8,2552.21,0,0.00014285206685093067
14335,16,2,454.86,0,0.0001236085868022552
14336,17,4,1614.91,0,0.0001368403530993699
14338,161,2,588.22,1,0.9995606877143188
14339,243,1,309.52000000000004,1,0.9999999656015647
14340,219,1,134.7,1,0.9999994559580334
14341,45,8,2166.98,0,0.003675542689048805
14342,21,4,668.5600000000001,0,0.0002278218723602953
14344,127,8,889.9300000000001,1,0.9806692599460181
14345,39,1,108.98,0,0.001745734612292672
14346,121,2,1021.58,1,0.956531003145356
14348,260,1,409.57,1,0.9999999951397947
14349,10,1,133.5,0,6.145986548164614e-05
14350,274,1,282.93,1,0.9999999990403177
14351,165,1,51.0,1,0.9997243730279992
14352,157,4,1078.96,1,0.9993171711491888
14353,215,1,90.6,1,0.9999991387081131
14354,6,2,163.62,0,3.956328081886915e-05
14355,366,1,174.4,1,0.9999999999999767
14356,80,2,701.23,0,0.16460373170282977
14357,43,1,225.12,0,0.0027508425733911864
14359,19,3,912.18,0,0.00017463605937463752
14360,32,4,2118.03,0,0.0007527843323641431
14362,22,1,151.5,0,0.00024524133264706565
14364,109,8,3717.35,1,0.8462037034721817
14367,8,16,9227.82,0,4.3152006138001006e-05
14368,320,1,155.0,1,0.9999999999952836
14371,295,1,100.5,1,0.9999999999157629
14373,358,1,76.55,1,0.9999999999999416
14375,185,1,235.56,1,0.9999723277684892
14377,191,2,617.05,1,0.9999861994662581
14379,44,2,348.1,0,0.0031372689511583248
14381,52,1,202.68,0,0.007742702090200946
14382,26,1,615.49,0,0.00037998621342522494
14383,38,3,1247.69,0,0.0015362641258366168
14385,9,3,202.11,0,5.710236150528853e-05
14386,297,1,142.4,1,0.9999999999329832
14387,33,3,1727.6,0,0.0008424386351746943
14388,10,8,3212.84,0,6.158138610196819e-05
14389,65,2,1043.46,0,0.03315035201789309
14390,10,9,4642.57,0,5.857125156109743e-05
14393,218,1,67.95,1,0.9999993914733495
14395,2,9,3479.91,0,2.4684451385357365e-05
14396,65,2,487.99,0,0.034068961870127604
14397,3,19,2612.96,0,3.632611905134378e-05
14400,149,1,574.7,1,0.9982084993511205
14401,4,13,4051.48,0,3.306961541332267e-05
14403,130,4,1475.81,1,0.9845141089706831
14404,34,6,1449.32,0,0.0010263304231486836
14406,119,1,156.75,1,0.9469390411164698
14407,107,6,2157.73,1,0.8188173581910118
14408,11,7,2599.03,0,6.970956814445693e-05
14409,71,6,2059.4500000000003,0,0.06651381817485341
14410,92,9,1100.27,1,0.4747831989785147
14411,311,1,1063.0,1,0.9999999999860423
14412,43,2,770.03,0,0.002736984146993666
14413,362,1,121.05,1,0.9999999999999631
14414,92,7,1496.98,1,0.4584668078551355
14415,1,13,5855.57,0,2.133874565072993e-05
14416,22,2,490.22,0,0.00024657738954119427
14418,4,3,1937.25,0,2.9354782118874826e-05
14419,11,6,1051.79,0,7.373191374646157e-05
14420,99,1,387.52,1,0.6368638704782938
14421,57,2,813.11,0,0.013592300055527192
14422,1,6,4263.64,0,1.9743280576732303e-05
14423,218,1,265.2,1,0.9999993853306525
14424,18,1,322.08,0,0.0001532385870853213
14426,24,10,4481.67,0,0.0003038877709001235
14427,50,2,363.34,0,0.006245946490560424
14428,7,5,1224.06,0,4.503130587097381e-05
14431,303,1,470.36,1,0.9999999999659046
14432,10,6,2248.5,0,6.181209951794316e-05
14434,22,6,1372.8,0,0.0002581268944351727
14436,99,1,89.06,1,0.6403711586338839
14437,366,1,63.0,1,0.9999999999999767
14438,306,1,131.9,1,0.999999999976295
14439,320,1,2661.24,1,0.9999999999946414
14440,8,5,2357.68,0,4.7705451510628234e-05
14441,1,4,1712.89,0,2.1484454055805622e-05
14442,205,2,1589.82,1,0.9999971180548204
14443,54,4,1420.2,0,0.009791945895516699
14446,1,4,1010.35,0,2.2266904343816836e-05
14447,19,5,1163.23,0,0.00018041841403446828
14448,9,2,375.35,0,5.5331605316243584e-05
14449,19,4,885.8,0,0.00017888173861564769
14450,181,3,483.25,1,0.9999575079868743
14451,60,2,643.9,0,0.019270701210514597
14452,11,2,259.05,0,7.011086869252617e-05
14453,190,1,119.93,1,0.9999845518731737
14456,5,9,3017.28,0,3.572886299390504e-05
14457,311,1,113.64,1,0.9999999999867009
14459,155,1,1837.92,1,0.999043302362403
14460,110,3,434.34,1,0.8669554048807239
14461,148,3,2103.06,1,0.9979235900073853
14462,66,11,1980.57,0,0.043059543935022274
14463,98,3,529.62,1,0.6188082358456896
14465,247,3,1038.44,1,0.9999999784987617
14466,29,7,2272.4,0,0.0005656136853780931
14467,18,4,596.26,0,0.00016175323009262195
14470,12,2,461.19,0,7.78816616038591e-05
14472,104,8,1852.67,1,0.7725932865614051
14473,74,2,234.34,0,0.09169844431136659
14474,46,1,547.66,0,0.003821524056891418
14475,72,3,925.85,0,0.07334365942158011
14476,257,1,193.0,1,0.9999999932042811
14477,20,4,1309.6,0,0.00019647615261264781
14479,254,2,316.25,1,0.9999999905489437
14480,11,1,279.05,0,6.846887927394994e-05
14481,165,2,636.51,1,0.9997224008258605
14482,18,6,2022.81,0,0.0001574017208775285
14483,282,1,137.1,1,0.9999999996216307
14484,50,1,321.92,0,0.006119541552611349
14485,39,1,162.8,0,0.0017409653613132759
14487,27,6,1165.48,0,0.0004644563446196447
14488,68,1,1064.28,0,0.04519624245256816
14489,207,1,463.38,1,0.9999977900624775
14491,175,2,340.93,1,0.9999137554627381
14493,7,5,2383.24,0,4.245039491476677e-05
14494,26,1,139.56,0,0.0003893036130730049
14495,51,2,123.8,0,0.007090056318881178
14496,312,2,538.8100000000001,1,0.9999999999881628
14497,309,1,475.37,1,0.9999999999829365
14498,43,5,1957.32,0,0.0027577784536420044
14499,26,3,808.44,0,0.0003937278484453524
14500,88,3,356.85,0,0.3405504607424996
14501,184,2,251.21,1,0.9999696148175202
14502,20,11,2429.83,0,0.00021751142370937204
14503,3,6,3543.26,0,2.5798456076049423e-05
14504,47,4,673.26,0,0.004558403375886686
14505,17,8,5859.43,0,0.00012071487570796878
14506,17,5,1960.65,0,0.00013753676589590302
14507,24,6,1367.88,0,0.0003252067655711767
14508,22,2,268.05,0,0.00024938197797635996
14511,11,5,1314.81,0,7.111966333209338e-05
14512,188,2,275.28,1,0.999980826310707
14513,101,3,455.59,1,0.6973060288109609
14514,61,3,990.2,0,0.02168419511371627
14515,18,6,2076.89,0,0.0001569689479138142
14517,33,2,330.45,0,0.0008842313405017255
14518,64,1,174.37,0,0.03027085434000932
14520,2,2,270.6,0,2.479931349398985e-05
14522,24,4,974.54,0,0.0003170737105007952
14523,108,1,241.09,1,0.83312703213041
14524,32,9,1843.83,0,0.0008549537207652241
14525,20,9,4215.9,0,0.0001897999536423897
14527,3,55,8507.13,0,6.088158066684681e-05
14528,37,1,364.22,0,0.0013685204949001695
14529,60,3,578.61,0,0.01976839664808856
14530,26,6,2862.11,0,0.0003796115529570753
14532,236,4,932.85,1,0.9999999255894532
14533,25,7,1949.72,0,0.00036245205349332184
14534,3,18,4397.3,0,3.2427353869963124e-05
14535,60,3,2854.84,0,0.01764313798671456
14536,260,1,170.95,1,0.9999999951984904
14537,58,1,355.56,0,0.015239063031869858
14538,65,2,388.25,0,0.03423648790180824
14539,16,2,537.48,0,0.00012308973046153284
14540,10,3,952.66,0,6.16847573114607e-05
14541,59,8,1453.35,0,0.01888633561899981
14542,186,1,103.25,1,0.9999755095732329
14543,29,16,3599.73,0,0.0006483159199979919
14544,24,2,2004.3,0,0.00028754113367813176
14546,5,5,2573.93,0,3.3375065806117017e-05
14547,4,8,3974.75,0,2.9639754575851227e-05
14548,151,2,652.8,1,0.9986035715410474
14549,311,1,289.24,1,0.9999999999865814
14550,11,2,757.37,0,6.835437860340709e-05
14551,18,2,186.23,0,0.0001578413805565045
14552,152,1,164.22,1,0.9987583224138659
14553,19,5,859.27,0,0.0001832320173654777
14554,10,4,2279.49,0,5.897776188049967e-05
14555,57,2,312.54,0,0.013938309805804565
14557,85,1,788.38,0,0.2545637275203835
14560,7,22,2237.77,0,6.288533358539718e-05
14561,76,3,1080.76,0,0.11079347208489201
14562,4,18,5006.77,0,3.528221757750041e-05
14565,96,4,3099.12,1,0.5363138903538295
14566,111,1,1432.0,1,0.8691601113400834
14567,57,2,1530.36,0,0.013111233423952234
14569,1,1,227.39,0,2.1648243937352902e-05
14570,281,2,218.06,1,0.9999999995831506
14572,3,7,2804.54,0,2.7401827303931688e-05
14573,180,9,1639.82,1,0.9999558528435654
14576,372,1,35.400000000000006,1,0.9999999999999885
14577,13,4,859.71,0,8.962759765468967e-05
14578,3,1,168.63,0,2.7350562493540045e-05
14581,17,1,138.6,0,0.00013781895632072023
14582,41,1,114.11,0,0.002197429138740784
14583,6,5,986.96,0,4.061031198780994e-05
14584,169,4,1033.06,1,0.9998293762663476
14585,50,1,157.05,0,0.006170813104503282
14586,277,1,237.36,1,0.9999999993227489
14587,19,9,1580.29,0,0.0001933992041887845
14589,372,1,39.75,1,0.9999999999999885
14591,15,4,1320.21,0,0.00011027981185102657
14592,35,3,557.94,0,0.0011259713880333287
14593,22,3,617.15,0,0.00025060812910358767
14594,7,2,363.33,0,4.395389475051427e-05
14595,20,6,1740.6,0,0.00020113047832833524
14597,11,2,866.24,0,6.79765265486025e-05
14598,44,1,221.97,0,0.0030868276397399475
14600,306,1,393.33,1,0.9999999999759772
14601,11,1,213.96,0,6.869616779827357e-05
14603,275,1,660.0,1,0.999999999128349
14606,1,93,12076.15,0,9.541595126092301e-05
14607,16,14,16209.5,0,7.275818134553418e-05
14608,4,4,1785.15,0,3.026164613153341e-05
14609,72,4,601.56,0,0.07605242513600166
14616,243,3,406.08,1,0.9999999669651096
14618,9,3,553.44,0,5.6089975654515896e-05
14619,246,1,394.44,1,0.9999999755630716
14620,206,2,412.78,1,0.9999975815689628
14621,1,5,1788.36,0,2.189302525663599e-05
14622,185,1,320.58000000000004,1,0.9999722077153359
14623,32,5,886.7,0,0.000819825532199221
14624,57,2,225.85,0,0.013999108641250781
14625,196,2,899.63,1,0.999992138041416
14626,24,4,2791.27,0,0.000289066334554558
